sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,neutral
Anyways glad that you are out of the hospital and feeling better,1,0,0,0,0,0,0,0,0
 It's true that if a person is doing fairly well  the ammonia--and thus the HE--may decrease,0,1,0,0,0,0,0,0,0
 This is something else the old GI doc said that my husband would not need  boy was he wrong,0,0,0,0,0,0,1,0,0
 I understand the majority of the report  but does the irregular contour signify anything in particular  or is this what you normally see in a cirrhotic patient,0,0,0,0,0,1,0,0,0
Hello to allI am very new to this issue and in the past 10 days have become caregiver to my sister-in-law who has end stage liver disease stage 3 but progressing to stage 4 quickly  hepatitis c stage 4  with issues with acitisis   varcicies  and just had a tips procedure done less than 2 weeks ago,0,0,0,0,1,0,0,0,0
  He\'s my best friend  and a really wonderful person when HE isn\'t rearing it\'s ugly head,0,0,0,0,1,0,0,0,0
Angie-I am glad that the B&B seems to be working well for you,1,0,0,0,0,0,0,0,0
  That should put downward pressure on Giliad also  don't you think,0,0,0,0,0,0,0,0,1
 they are also getting him on a list to see a psychologist as that will help with the mental health issues,0,1,0,0,0,0,0,0,0
 The other time did treatment  with the Inf and Riba  he felt worse and worse and his viral load was worst at 24 weeks than before he started,0,0,0,0,1,0,0,0,0
 If this is all we have to deal with then we are so so lucky,1,0,0,0,0,0,0,0,0
 They want her to just follow up next week with an ortho doc,0,1,0,0,0,0,0,0,0
com/Find your SIL a hepatologist to treat her  one connected with a liver transplant center is advised,0,0,0,0,0,0,0,1,0
and I did not know he had black tarry stools until he drifted in and out of consciousness,0,0,1,0,0,0,0,0,0
  New type of procedure - you can put weight on foot same day and hopefully in a shoe by a week to ten days,0,1,0,0,0,0,0,0,0
Oh yes  definitely shorter  shes back in  or at least going back into it,0,0,0,0,0,0,0,0,1
  He says he feels safe at the B & B  as it\'s like having a Dr,1,0,0,0,0,0,0,0,0
we have been dealing with his illness for almost 3 years and at this point looking for more information on a personal level than the doctors are providing,0,1,0,0,0,0,0,0,0
It must be awful to watch your husband continuing to drink,0,0,0,0,1,0,0,0,0
 We have finally come to realize that  when her bms are a little more runny  she is doing good  but when it starts getting firm  she starts getting sick It is weird how you can tell from someones bm,0,0,0,1,0,0,0,0,0
  Since he's been out his score went down to 18  3 weeks ago it was at 11,1,0,0,0,0,0,0,0,0
  But please don't take anything until the doctor clears it,0,0,1,0,0,0,0,0,0
 That is a good idea as I don't think the reviewer would complete the session,0,0,0,1,0,0,0,0,0
 getting to core of your blood count deficiencies  seems most important,0,0,0,0,0,0,0,1,0
  Try and keep your stress level as low as possible as it can cause all kinds of other issues,0,1,0,0,0,0,0,0,0
Thanks for all ya\'lls help and encouragement before I left  it really helped me not be as worried,1,0,0,0,0,0,0,0,0
 Psych not covered--but required by transplant unit,0,0,0,0,0,0,0,0,1
WifeofD - has your husband got any better in the last two weeks,0,0,0,0,0,0,0,1,0
 and do not ask for personal information from others,0,0,0,0,0,1,0,0,0
 I think I\'d be half welcome and you could end up the R,0,0,0,0,1,0,0,0,0
 I have been placed on iron after surgery  but I've neverneeded a transfusion,0,0,0,1,0,0,0,0,0
 And family means everything to me  so I\'m going to go all out,1,0,0,0,0,0,0,0,0
 From what I read here  Mick spends most days sleeping  at the beauty shop  indulging the kids and bothering you,1,0,0,0,0,0,0,0,0
 It is sad to say  but she is like a kid in a candy store anymore when it comes to things she shouldn't have,0,0,0,0,1,0,0,0,0
 It takes much faith and determination to get through the transplant,0,0,0,0,1,0,0,0,0
  I know that there is at least one AA message board,0,0,0,0,0,0,0,0,1
Connie  hope you are happy and close to done with your agenda,0,1,0,0,0,0,0,0,0
  She has become very strong in her own way  and for that I am proud of her,1,0,0,0,0,0,0,0,0
 But with all things considered  he manages to have more better days than bad days,1,0,0,0,0,0,0,0,0
 I do have another question aboutlabs - do those who are post transplant  find that their WBC's tend to be low,0,0,0,1,0,0,0,0,0
Discharge was to follow up with the GI/Hepatologist  and Nephrologist,0,0,0,0,0,0,0,0,1
Hi jadec14 and welcome Sorry aboutyour struggle with this stubborn infection,0,0,0,0,1,0,0,0,0
 So please do try to get out and do something to take your mind off everything for a few hours,0,0,0,0,0,0,0,1,0
You do what you gotta do in each situation that comes up,0,0,0,0,0,0,0,1,0
